"age","mx","qx","lx","dx","ex","sex","year","year_start","year_end"
0,0.004549,0.004539,1e+05,453.9,78.05,"Male","2021-2023",2021,2023
1,0.000154,0.000154,99546.1,15.4,77.41,"Male","2021-2023",2021,2023
2,0.000107,0.000107,99530.8,10.7,76.42,"Male","2021-2023",2021,2023
3,0.000289,0.000289,99520.1,28.8,75.43,"Male","2021-2023",2021,2023
4,0.00014,0.00014,99491.3,13.9,74.45,"Male","2021-2023",2021,2023
5,7.7e-05,7.7e-05,99477.4,7.7,73.46,"Male","2021-2023",2021,2023
6,1.9e-05,1.9e-05,99469.7,1.9,72.47,"Male","2021-2023",2021,2023
7,3.7e-05,3.7e-05,99467.8,3.7,71.47,"Male","2021-2023",2021,2023
8,5.5e-05,5.5e-05,99464.1,5.5,70.47,"Male","2021-2023",2021,2023
9,5.4e-05,5.4e-05,99458.6,5.4,69.48,"Male","2021-2023",2021,2023
10,7.1e-05,7.1e-05,99453.2,7,68.48,"Male","2021-2023",2021,2023
11,0.000105,0.000105,99446.1,10.4,67.48,"Male","2021-2023",2021,2023
12,5.2e-05,5.2e-05,99435.7,5.2,66.49,"Male","2021-2023",2021,2023
13,0.000122,0.000122,99430.5,12.2,65.49,"Male","2021-2023",2021,2023
14,0.000141,0.000141,99418.3,14,64.5,"Male","2021-2023",2021,2023
15,0.000108,0.000108,99404.3,10.7,63.51,"Male","2021-2023",2021,2023
16,0.000219,0.000219,99393.6,21.7,62.52,"Male","2021-2023",2021,2023
17,0.000276,0.000276,99371.9,27.4,61.53,"Male","2021-2023",2021,2023
18,4e-04,4e-04,99344.4,39.7,60.55,"Male","2021-2023",2021,2023
19,0.000531,0.000531,99304.7,52.7,59.57,"Male","2021-2023",2021,2023
20,0.000307,0.000307,99252,30.5,58.6,"Male","2021-2023",2021,2023
21,0.000493,0.000493,99221.5,48.9,57.62,"Male","2021-2023",2021,2023
22,0.000462,0.000462,99172.6,45.8,56.65,"Male","2021-2023",2021,2023
23,0.000472,0.000472,99126.8,46.8,55.68,"Male","2021-2023",2021,2023
24,0.00049,0.00049,99080,48.6,54.7,"Male","2021-2023",2021,2023
25,0.000517,0.000517,99031.4,51.2,53.73,"Male","2021-2023",2021,2023
26,0.000839,0.000838,98980.2,83,52.76,"Male","2021-2023",2021,2023
27,0.000667,0.000667,98897.2,66,51.8,"Male","2021-2023",2021,2023
28,0.000752,0.000752,98831.3,74.3,50.83,"Male","2021-2023",2021,2023
29,0.001004,0.001004,98757,99.1,49.87,"Male","2021-2023",2021,2023
30,0.001024,0.001024,98657.9,101,48.92,"Male","2021-2023",2021,2023
31,0.001301,0.0013,98556.9,128.1,47.97,"Male","2021-2023",2021,2023
32,0.001317,0.001316,98428.7,129.6,47.03,"Male","2021-2023",2021,2023
33,0.001096,0.001095,98299.2,107.7,46.09,"Male","2021-2023",2021,2023
34,0.001396,0.001395,98191.5,137,45.14,"Male","2021-2023",2021,2023
35,0.00142,0.001419,98054.5,139.1,44.21,"Male","2021-2023",2021,2023
36,0.001788,0.001786,97915.4,174.9,43.27,"Male","2021-2023",2021,2023
37,0.001563,0.001562,97740.5,152.6,42.35,"Male","2021-2023",2021,2023
38,0.001864,0.001863,97587.9,181.8,41.41,"Male","2021-2023",2021,2023
39,0.00188,0.001878,97406.1,183,40.49,"Male","2021-2023",2021,2023
40,0.002195,0.002193,97223.1,213.2,39.56,"Male","2021-2023",2021,2023
41,0.002137,0.002134,97010,207.1,38.65,"Male","2021-2023",2021,2023
42,0.002179,0.002177,96802.9,210.7,37.73,"Male","2021-2023",2021,2023
43,0.002512,0.002509,96592.2,242.3,36.81,"Male","2021-2023",2021,2023
44,0.003056,0.003052,96349.9,294,35.9,"Male","2021-2023",2021,2023
45,0.00286,0.002856,96055.8,274.3,35.01,"Male","2021-2023",2021,2023
46,0.003617,0.003611,95781.5,345.9,34.11,"Male","2021-2023",2021,2023
47,0.003702,0.003695,95435.6,352.7,33.23,"Male","2021-2023",2021,2023
48,0.00446,0.00445,95083,423.2,32.35,"Male","2021-2023",2021,2023
49,0.004082,0.004073,94659.8,385.6,31.5,"Male","2021-2023",2021,2023
50,0.004595,0.004585,94274.2,432.2,30.62,"Male","2021-2023",2021,2023
51,0.004529,0.004518,93842,424,29.76,"Male","2021-2023",2021,2023
52,0.004892,0.00488,93418,455.9,28.89,"Male","2021-2023",2021,2023
53,0.005155,0.005142,92962.1,478,28.03,"Male","2021-2023",2021,2023
54,0.005635,0.005619,92484.1,519.7,27.18,"Male","2021-2023",2021,2023
55,0.005611,0.005595,91964.4,514.5,26.33,"Male","2021-2023",2021,2023
56,0.006353,0.006332,91449.9,579.1,25.47,"Male","2021-2023",2021,2023
57,0.006418,0.006398,90870.7,581.4,24.63,"Male","2021-2023",2021,2023
58,0.007116,0.007091,90289.4,640.2,23.79,"Male","2021-2023",2021,2023
59,0.008212,0.008179,89649.2,733.2,22.95,"Male","2021-2023",2021,2023
60,0.008859,0.00882,88915.9,784.3,22.14,"Male","2021-2023",2021,2023
61,0.009254,0.009211,88131.7,811.8,21.33,"Male","2021-2023",2021,2023
62,0.010224,0.010172,87319.9,888.2,20.52,"Male","2021-2023",2021,2023
63,0.011162,0.0111,86431.7,959.4,19.73,"Male","2021-2023",2021,2023
64,0.012309,0.012234,85472.3,1045.7,18.95,"Male","2021-2023",2021,2023
65,0.013057,0.012973,84426.6,1095.2,18.17,"Male","2021-2023",2021,2023
66,0.015258,0.015142,83331.4,1261.8,17.41,"Male","2021-2023",2021,2023
67,0.016732,0.016593,82069.6,1361.8,16.67,"Male","2021-2023",2021,2023
68,0.017241,0.017094,80707.8,1379.6,15.94,"Male","2021-2023",2021,2023
69,0.019814,0.01962,79328.2,1556.4,15.21,"Male","2021-2023",2021,2023
70,0.020904,0.020688,77771.8,1608.9,14.5,"Male","2021-2023",2021,2023
71,0.023192,0.022926,76162.9,1746.1,13.8,"Male","2021-2023",2021,2023
72,0.025161,0.024849,74416.8,1849.2,13.11,"Male","2021-2023",2021,2023
73,0.027072,0.02671,72567.6,1938.3,12.43,"Male","2021-2023",2021,2023
74,0.031151,0.030673,70629.3,2166.4,11.76,"Male","2021-2023",2021,2023
75,0.032399,0.031882,68462.9,2182.7,11.11,"Male","2021-2023",2021,2023
76,0.036819,0.036153,66280.1,2396.3,10.46,"Male","2021-2023",2021,2023
77,0.042025,0.04116,63883.9,2629.5,9.84,"Male","2021-2023",2021,2023
78,0.048986,0.047815,61254.4,2928.9,9.24,"Male","2021-2023",2021,2023
79,0.052391,0.051053,58325.6,2977.7,8.68,"Male","2021-2023",2021,2023
80,0.059668,0.057939,55347.8,3206.8,8.12,"Male","2021-2023",2021,2023
81,0.065026,0.062979,52141,3283.8,7.59,"Male","2021-2023",2021,2023
82,0.077372,0.074491,48857.2,3639.4,7.06,"Male","2021-2023",2021,2023
83,0.083074,0.079761,45217.8,3606.6,6.59,"Male","2021-2023",2021,2023
84,0.097573,0.093034,41611.2,3871.3,6.12,"Male","2021-2023",2021,2023
85,0.105616,0.100318,37740,3786,5.69,"Male","2021-2023",2021,2023
86,0.114203,0.108034,33954,3668.2,5.27,"Male","2021-2023",2021,2023
87,0.134204,0.125765,30285.8,3808.9,4.85,"Male","2021-2023",2021,2023
88,0.150581,0.140038,26476.9,3707.8,4.48,"Male","2021-2023",2021,2023
89,0.166484,0.153691,22769.1,3499.4,4.13,"Male","2021-2023",2021,2023
90,0.198304,0.180415,19269.7,3476.6,3.78,"Male","2021-2023",2021,2023
91,0.20697,0.187561,15793.2,2962.2,3.51,"Male","2021-2023",2021,2023
92,0.252392,0.22411,12831,2875.6,3.2,"Male","2021-2023",2021,2023
93,0.264226,0.233392,9955.4,2323.5,2.98,"Male","2021-2023",2021,2023
94,0.284126,0.248783,7631.9,1898.7,2.74,"Male","2021-2023",2021,2023
95,0.35695,0.302891,5733.2,1736.5,2.48,"Male","2021-2023",2021,2023
96,0.36249,0.306871,3996.7,1226.5,2.34,"Male","2021-2023",2021,2023
97,0.400483,0.333668,2770.2,924.3,2.15,"Male","2021-2023",2021,2023
98,0.448077,0.366064,1845.9,675.7,1.98,"Male","2021-2023",2021,2023
99,0.533333,0.421053,1170.2,492.7,1.83,"Male","2021-2023",2021,2023
100,0.5,0.4,677.5,271,1.81,"Male","2021-2023",2021,2023
0,0.003372,0.003367,1e+05,336.7,82.01,"Female","2021-2023",2021,2023
1,0.000186,0.000186,99663.3,18.6,81.29,"Female","2021-2023",2021,2023
2,6.8e-05,6.8e-05,99644.8,6.8,80.3,"Female","2021-2023",2021,2023
3,4.3e-05,4.3e-05,99638,4.3,79.31,"Female","2021-2023",2021,2023
4,6.3e-05,6.3e-05,99633.7,6.3,78.31,"Female","2021-2023",2021,2023
5,2e-05,2e-05,99627.4,2,77.32,"Female","2021-2023",2021,2023
6,6e-05,6e-05,99625.4,5.9,76.32,"Female","2021-2023",2021,2023
7,5.9e-05,5.9e-05,99619.5,5.9,75.32,"Female","2021-2023",2021,2023
8,1.9e-05,1.9e-05,99613.6,1.9,74.33,"Female","2021-2023",2021,2023
9,5.7e-05,5.7e-05,99611.7,5.7,73.33,"Female","2021-2023",2021,2023
10,7.4e-05,7.4e-05,99606,7.4,72.33,"Female","2021-2023",2021,2023
11,1.8e-05,1.8e-05,99598.7,1.8,71.34,"Female","2021-2023",2021,2023
12,3.7e-05,3.7e-05,99596.8,3.7,70.34,"Female","2021-2023",2021,2023
13,0.000165,0.000165,99593.2,16.5,69.34,"Female","2021-2023",2021,2023
14,7.5e-05,7.5e-05,99576.7,7.4,68.35,"Female","2021-2023",2021,2023
15,0.000152,0.000152,99569.3,15.1,67.36,"Female","2021-2023",2021,2023
16,0.000214,0.000214,99554.2,21.3,66.37,"Female","2021-2023",2021,2023
17,0.000137,0.000137,99532.9,13.7,65.38,"Female","2021-2023",2021,2023
18,0.000196,0.000196,99519.2,19.5,64.39,"Female","2021-2023",2021,2023
19,0.000168,0.000168,99499.7,16.7,63.4,"Female","2021-2023",2021,2023
20,0.000167,0.000167,99483,16.6,62.41,"Female","2021-2023",2021,2023
21,0.000166,0.000166,99466.4,16.5,61.42,"Female","2021-2023",2021,2023
22,0.000241,0.000241,99449.9,24,60.43,"Female","2021-2023",2021,2023
23,0.00037,0.000369,99426,36.7,59.45,"Female","2021-2023",2021,2023
24,0.000235,0.000235,99389.2,23.4,58.47,"Female","2021-2023",2021,2023
25,0.00029,0.00029,99365.8,28.8,57.48,"Female","2021-2023",2021,2023
26,0.000304,0.000304,99337.1,30.2,56.5,"Female","2021-2023",2021,2023
27,0.000339,0.000339,99306.8,33.7,55.52,"Female","2021-2023",2021,2023
28,0.000384,0.000384,99273.1,38.1,54.54,"Female","2021-2023",2021,2023
29,0.000355,0.000355,99235,35.2,53.56,"Female","2021-2023",2021,2023
30,0.000577,0.000577,99199.8,57.2,52.58,"Female","2021-2023",2021,2023
31,0.00052,0.00052,99142.6,51.5,51.61,"Female","2021-2023",2021,2023
32,0.000505,0.000505,99091,50,50.63,"Female","2021-2023",2021,2023
33,0.000553,0.000553,99041,54.8,49.66,"Female","2021-2023",2021,2023
34,0.000648,0.000647,98986.2,64.1,48.69,"Female","2021-2023",2021,2023
35,0.000863,0.000863,98922.2,85.4,47.72,"Female","2021-2023",2021,2023
36,0.000627,0.000627,98836.8,62,46.76,"Female","2021-2023",2021,2023
37,0.000931,0.000931,98774.8,91.9,45.79,"Female","2021-2023",2021,2023
38,0.000872,0.000872,98682.9,86,44.83,"Female","2021-2023",2021,2023
39,0.001094,0.001094,98596.9,107.8,43.87,"Female","2021-2023",2021,2023
40,0.001293,0.001292,98489.1,127.3,42.92,"Female","2021-2023",2021,2023
41,0.001137,0.001137,98361.8,111.8,41.97,"Female","2021-2023",2021,2023
42,0.00168,0.001679,98250,164.9,41.02,"Female","2021-2023",2021,2023
43,0.001567,0.001566,98085,153.6,40.09,"Female","2021-2023",2021,2023
44,0.001669,0.001668,97931.4,163.3,39.15,"Female","2021-2023",2021,2023
45,0.001762,0.00176,97768.1,172.1,38.21,"Female","2021-2023",2021,2023
46,0.001777,0.001775,97596,173.2,37.28,"Female","2021-2023",2021,2023
47,0.002552,0.002548,97422.8,248.3,36.34,"Female","2021-2023",2021,2023
48,0.002434,0.002431,97174.5,236.2,35.44,"Female","2021-2023",2021,2023
49,0.002142,0.00214,96938.3,207.4,34.52,"Female","2021-2023",2021,2023
50,0.002444,0.002441,96730.9,236.2,33.59,"Female","2021-2023",2021,2023
51,0.00262,0.002616,96494.7,252.5,32.67,"Female","2021-2023",2021,2023
52,0.003235,0.003229,96242.3,310.8,31.76,"Female","2021-2023",2021,2023
53,0.003418,0.003412,95931.5,327.4,30.86,"Female","2021-2023",2021,2023
54,0.003563,0.003557,95604.1,340,29.96,"Female","2021-2023",2021,2023
55,0.004374,0.004364,95264.1,415.8,29.07,"Female","2021-2023",2021,2023
56,0.003978,0.003971,94848.3,376.6,28.19,"Female","2021-2023",2021,2023
57,0.004357,0.004347,94471.7,410.7,27.31,"Female","2021-2023",2021,2023
58,0.004449,0.00444,94061,417.6,26.42,"Female","2021-2023",2021,2023
59,0.005669,0.005653,93643.4,529.3,25.54,"Female","2021-2023",2021,2023
60,0.006235,0.006216,93114.1,578.8,24.68,"Female","2021-2023",2021,2023
61,0.006434,0.006414,92535.3,593.5,23.83,"Female","2021-2023",2021,2023
62,0.006951,0.006927,91941.8,636.9,22.98,"Female","2021-2023",2021,2023
63,0.007546,0.007517,91305,686.4,22.14,"Female","2021-2023",2021,2023
64,0.007601,0.007572,90618.6,686.2,21.3,"Female","2021-2023",2021,2023
65,0.008566,0.008529,89932.4,767,20.46,"Female","2021-2023",2021,2023
66,0.010279,0.010226,89165.4,911.8,19.63,"Female","2021-2023",2021,2023
67,0.01155,0.011484,88253.6,1013.5,18.83,"Female","2021-2023",2021,2023
68,0.012659,0.012579,87240.1,1097.4,18.04,"Female","2021-2023",2021,2023
69,0.013479,0.013389,86142.7,1153.3,17.27,"Female","2021-2023",2021,2023
70,0.014219,0.014119,84989.3,1200,16.49,"Female","2021-2023",2021,2023
71,0.015866,0.015741,83789.4,1318.9,15.72,"Female","2021-2023",2021,2023
72,0.017149,0.017003,82470.4,1402.3,14.97,"Female","2021-2023",2021,2023
73,0.019275,0.019091,81068.2,1547.6,14.22,"Female","2021-2023",2021,2023
74,0.021348,0.021122,79520.5,1679.7,13.48,"Female","2021-2023",2021,2023
75,0.024257,0.023966,77840.9,1865.5,12.76,"Female","2021-2023",2021,2023
76,0.025472,0.025152,75975.3,1910.9,12.07,"Female","2021-2023",2021,2023
77,0.03028,0.029829,74064.4,2209.2,11.36,"Female","2021-2023",2021,2023
78,0.033819,0.033256,71855.2,2389.6,10.7,"Female","2021-2023",2021,2023
79,0.037576,0.036883,69465.6,2562.1,10.05,"Female","2021-2023",2021,2023
80,0.044148,0.043195,66903.5,2889.9,9.41,"Female","2021-2023",2021,2023
81,0.049204,0.048022,64013.6,3074.1,8.82,"Female","2021-2023",2021,2023
82,0.056286,0.054746,60939.5,3336.2,8.24,"Female","2021-2023",2021,2023
83,0.064663,0.062638,57603.4,3608.1,7.68,"Female","2021-2023",2021,2023
84,0.070797,0.068377,53995.2,3692,7.16,"Female","2021-2023",2021,2023
85,0.076967,0.074115,50303.2,3728.2,6.65,"Female","2021-2023",2021,2023
86,0.08968,0.085831,46575,3997.6,6.15,"Female","2021-2023",2021,2023
87,0.103906,0.098774,42577.4,4205.5,5.68,"Female","2021-2023",2021,2023
88,0.123223,0.116072,38371.8,4453.9,5.24,"Female","2021-2023",2021,2023
89,0.130569,0.122567,33917.9,4157.2,4.87,"Female","2021-2023",2021,2023
90,0.145148,0.135326,29760.7,4027.4,4.48,"Female","2021-2023",2021,2023
91,0.175817,0.16161,25733.3,4158.8,4.1,"Female","2021-2023",2021,2023
92,0.197211,0.17951,21574.5,3872.9,3.79,"Female","2021-2023",2021,2023
93,0.213983,0.193301,17701.7,3421.8,3.51,"Female","2021-2023",2021,2023
94,0.243083,0.21674,14279.9,3095,3.24,"Female","2021-2023",2021,2023
95,0.275455,0.242109,11184.9,2708,2.99,"Female","2021-2023",2021,2023
96,0.297501,0.258978,8476.9,2195.3,2.79,"Female","2021-2023",2021,2023
97,0.331862,0.284633,6281.6,1787.9,2.59,"Female","2021-2023",2021,2023
98,0.34834,0.296669,4493.6,1333.1,2.42,"Female","2021-2023",2021,2023
99,0.398521,0.332306,3160.5,1050.3,2.23,"Female","2021-2023",2021,2023
100,0.414269,0.343184,2110.3,724.2,2.1,"Female","2021-2023",2021,2023
0,0.004671,0.00466,1e+05,466,77.93,"Male","2020-2022",2020,2022
1,0.000197,0.000197,99534,19.6,77.29,"Male","2020-2022",2020,2022
2,0.000105,0.000105,99514.4,10.4,76.31,"Male","2020-2022",2020,2022
3,0.000244,0.000244,99504,24.2,75.32,"Male","2020-2022",2020,2022
4,5.9e-05,5.9e-05,99479.7,5.8,74.34,"Male","2020-2022",2020,2022
5,7.7e-05,7.7e-05,99473.9,7.6,73.34,"Male","2020-2022",2020,2022
6,7.5e-05,7.5e-05,99466.2,7.5,72.35,"Male","2020-2022",2020,2022
7,9.3e-05,9.3e-05,99458.8,9.3,71.35,"Male","2020-2022",2020,2022
8,5.5e-05,5.5e-05,99449.5,5.5,70.36,"Male","2020-2022",2020,2022
9,3.6e-05,3.6e-05,99444,3.5,69.36,"Male","2020-2022",2020,2022
10,8.8e-05,8.8e-05,99440.5,8.8,68.36,"Male","2020-2022",2020,2022
11,0.000105,0.000105,99431.7,10.5,67.37,"Male","2020-2022",2020,2022
12,3.5e-05,3.5e-05,99421.2,3.5,66.38,"Male","2020-2022",2020,2022
13,0.000107,0.000107,99417.7,10.6,65.38,"Male","2020-2022",2020,2022
14,0.000145,0.000145,99407.1,14.4,64.39,"Male","2020-2022",2020,2022
15,7.3e-05,7.3e-05,99392.7,7.3,63.4,"Male","2020-2022",2020,2022
16,0.000204,0.000204,99385.4,20.3,62.4,"Male","2020-2022",2020,2022
17,0.000262,0.000262,99365.1,26,61.41,"Male","2020-2022",2020,2022
18,0.000412,0.000412,99339.1,40.9,60.43,"Male","2020-2022",2020,2022
19,0.000581,0.000581,99298.2,57.7,59.45,"Male","2020-2022",2020,2022
20,0.000347,0.000347,99240.5,34.4,58.49,"Male","2020-2022",2020,2022
21,0.000631,0.000631,99206.1,62.6,57.51,"Male","2020-2022",2020,2022
22,0.000519,0.000518,99143.5,51.4,56.54,"Male","2020-2022",2020,2022
23,0.000591,0.000591,99092.1,58.5,55.57,"Male","2020-2022",2020,2022
24,0.000408,0.000408,99033.6,40.4,54.61,"Male","2020-2022",2020,2022
25,0.000558,0.000558,98993.2,55.3,53.63,"Male","2020-2022",2020,2022
26,0.000856,0.000856,98937.9,84.7,52.66,"Male","2020-2022",2020,2022
27,0.000709,0.000709,98853.2,70,51.7,"Male","2020-2022",2020,2022
28,0.000641,0.00064,98783.2,63.3,50.74,"Male","2020-2022",2020,2022
29,0.000843,0.000842,98719.9,83.2,49.77,"Male","2020-2022",2020,2022
30,0.000729,0.000729,98636.7,71.9,48.81,"Male","2020-2022",2020,2022
31,0.001114,0.001113,98564.8,109.7,47.85,"Male","2020-2022",2020,2022
32,0.001235,0.001234,98455.1,121.5,46.9,"Male","2020-2022",2020,2022
33,0.000944,0.000944,98333.7,92.8,45.96,"Male","2020-2022",2020,2022
34,0.001282,0.001281,98240.8,125.9,45,"Male","2020-2022",2020,2022
35,0.001438,0.001437,98114.9,140.9,44.06,"Male","2020-2022",2020,2022
36,0.00148,0.001479,97974,144.9,43.12,"Male","2020-2022",2020,2022
37,0.001499,0.001498,97829.1,146.5,42.18,"Male","2020-2022",2020,2022
38,0.001824,0.001822,97682.5,178,41.25,"Male","2020-2022",2020,2022
39,0.001805,0.001803,97504.5,175.8,40.32,"Male","2020-2022",2020,2022
40,0.002061,0.002059,97328.7,200.4,39.39,"Male","2020-2022",2020,2022
41,0.00197,0.001968,97128.4,191.2,38.47,"Male","2020-2022",2020,2022
42,0.002125,0.002122,96937.2,205.7,37.55,"Male","2020-2022",2020,2022
43,0.002307,0.002304,96731.4,222.9,36.63,"Male","2020-2022",2020,2022
44,0.002777,0.002773,96508.6,267.6,35.71,"Male","2020-2022",2020,2022
45,0.003098,0.003093,96241,297.7,34.81,"Male","2020-2022",2020,2022
46,0.003852,0.003844,95943.2,368.8,33.91,"Male","2020-2022",2020,2022
47,0.003425,0.003419,95574.4,326.8,33.04,"Male","2020-2022",2020,2022
48,0.004195,0.004186,95247.6,398.7,32.15,"Male","2020-2022",2020,2022
49,0.003955,0.003947,94848.9,374.4,31.29,"Male","2020-2022",2020,2022
50,0.004147,0.004138,94474.6,391,30.41,"Male","2020-2022",2020,2022
51,0.004556,0.004546,94083.6,427.7,29.53,"Male","2020-2022",2020,2022
52,0.004705,0.004694,93655.9,439.7,28.67,"Male","2020-2022",2020,2022
53,0.00519,0.005177,93216.3,482.5,27.8,"Male","2020-2022",2020,2022
54,0.005574,0.005559,92733.7,515.5,26.94,"Male","2020-2022",2020,2022
55,0.005688,0.005672,92218.2,523.1,26.09,"Male","2020-2022",2020,2022
56,0.006478,0.006457,91695.2,592.1,25.24,"Male","2020-2022",2020,2022
57,0.006935,0.006911,91103.1,629.7,24.4,"Male","2020-2022",2020,2022
58,0.006887,0.006863,90473.4,620.9,23.56,"Male","2020-2022",2020,2022
59,0.008106,0.008073,89852.5,725.4,22.72,"Male","2020-2022",2020,2022
60,0.009055,0.009014,89127.1,803.4,21.9,"Male","2020-2022",2020,2022
61,0.009381,0.009337,88323.7,824.7,21.1,"Male","2020-2022",2020,2022
62,0.010465,0.01041,87499,910.9,20.29,"Male","2020-2022",2020,2022
63,0.011556,0.011489,86588.1,994.9,19.5,"Male","2020-2022",2020,2022
64,0.012364,0.012288,85593.3,1051.7,18.72,"Male","2020-2022",2020,2022
65,0.013648,0.013555,84541.6,1146,17.95,"Male","2020-2022",2020,2022
66,0.015335,0.015218,83395.6,1269.1,17.19,"Male","2020-2022",2020,2022
67,0.016789,0.016649,82126.4,1367.4,16.44,"Male","2020-2022",2020,2022
68,0.017407,0.017257,80759.1,1393.6,15.71,"Male","2020-2022",2020,2022
69,0.020271,0.020068,79365.5,1592.7,14.98,"Male","2020-2022",2020,2022
70,0.021919,0.021681,77772.8,1686.2,14.28,"Male","2020-2022",2020,2022
71,0.023673,0.023396,76086.6,1780.2,13.58,"Male","2020-2022",2020,2022
72,0.026035,0.025701,74306.4,1909.7,12.9,"Male","2020-2022",2020,2022
73,0.027369,0.027,72396.7,1954.7,12.22,"Male","2020-2022",2020,2022
74,0.031146,0.030669,70442,2160.4,11.55,"Male","2020-2022",2020,2022
75,0.03402,0.033451,68281.6,2284.1,10.9,"Male","2020-2022",2020,2022
76,0.038835,0.038095,65997.6,2514.2,10.26,"Male","2020-2022",2020,2022
77,0.043302,0.042385,63483.4,2690.7,9.65,"Male","2020-2022",2020,2022
78,0.051369,0.050082,60792.7,3044.6,9.05,"Male","2020-2022",2020,2022
79,0.054973,0.053503,57748,3089.7,8.5,"Male","2020-2022",2020,2022
80,0.062217,0.060339,54658.3,3298.1,7.95,"Male","2020-2022",2020,2022
81,0.067378,0.065182,51360.3,3347.8,7.43,"Male","2020-2022",2020,2022
82,0.080454,0.077342,48012.5,3713.4,6.92,"Male","2020-2022",2020,2022
83,0.087294,0.083643,44299.1,3705.3,6.45,"Male","2020-2022",2020,2022
84,0.101593,0.096682,40593.8,3924.7,6,"Male","2020-2022",2020,2022
85,0.109298,0.103635,36669.1,3800.2,5.58,"Male","2020-2022",2020,2022
86,0.12137,0.114426,32868.9,3761,5.17,"Male","2020-2022",2020,2022
87,0.140159,0.13098,29107.8,3812.6,4.78,"Male","2020-2022",2020,2022
88,0.155148,0.143979,25295.3,3642,4.42,"Male","2020-2022",2020,2022
89,0.173398,0.159564,21653.3,3455.1,4.08,"Male","2020-2022",2020,2022
90,0.198914,0.18092,18198.2,3292.4,3.76,"Male","2020-2022",2020,2022
91,0.214501,0.193724,14905.8,2887.6,3.48,"Male","2020-2022",2020,2022
92,0.256153,0.227071,12018.2,2729,3.2,"Male","2020-2022",2020,2022
93,0.267111,0.23564,9289.2,2188.9,2.99,"Male","2020-2022",2020,2022
94,0.280015,0.245626,7100.3,1744,2.76,"Male","2020-2022",2020,2022
95,0.347299,0.295914,5356.3,1585,2.49,"Male","2020-2022",2020,2022
96,0.371681,0.313433,3771.3,1182,2.33,"Male","2020-2022",2020,2022
97,0.388753,0.325486,2589.2,842.8,2.16,"Male","2020-2022",2020,2022
98,0.424951,0.350482,1746.5,612.1,1.96,"Male","2020-2022",2020,2022
99,0.543333,0.427261,1134.4,484.7,1.75,"Male","2020-2022",2020,2022
100,0.486034,0.391011,649.7,254,1.68,"Male","2020-2022",2020,2022
0,0.00329,0.003284,1e+05,328.4,81.82,"Female","2020-2022",2020,2022
1,0.000116,0.000116,99671.6,11.5,81.09,"Female","2020-2022",2020,2022
2,8.8e-05,8.8e-05,99660.1,8.8,80.1,"Female","2020-2022",2020,2022
3,4.3e-05,4.3e-05,99651.3,4.2,79.11,"Female","2020-2022",2020,2022
4,8.2e-05,8.2e-05,99647.1,8.2,78.11,"Female","2020-2022",2020,2022
5,2e-05,2e-05,99638.9,2,77.12,"Female","2020-2022",2020,2022
6,5.9e-05,5.9e-05,99636.9,5.9,76.12,"Female","2020-2022",2020,2022
7,5.9e-05,5.9e-05,99631,5.9,75.12,"Female","2020-2022",2020,2022
8,1.9e-05,1.9e-05,99625.1,1.9,74.13,"Female","2020-2022",2020,2022
9,5.6e-05,5.6e-05,99623.2,5.6,73.13,"Female","2020-2022",2020,2022
10,0.000111,0.000111,99617.6,11,72.13,"Female","2020-2022",2020,2022
11,3.7e-05,3.7e-05,99606.6,3.7,71.14,"Female","2020-2022",2020,2022
12,5.6e-05,5.6e-05,99602.9,5.5,70.14,"Female","2020-2022",2020,2022
13,0.00015,0.00015,99597.4,15,69.15,"Female","2020-2022",2020,2022
14,5.7e-05,5.7e-05,99582.4,5.7,68.16,"Female","2020-2022",2020,2022
15,0.000117,0.000117,99576.7,11.7,67.16,"Female","2020-2022",2020,2022
16,0.000119,0.000119,99565,11.8,66.17,"Female","2020-2022",2020,2022
17,0.00018,0.00018,99553.2,17.9,65.18,"Female","2020-2022",2020,2022
18,0.00014,0.00014,99535.4,13.9,64.19,"Female","2020-2022",2020,2022
19,0.000211,0.000211,99521.4,21,63.2,"Female","2020-2022",2020,2022
20,0.000224,0.000224,99500.4,22.3,62.21,"Female","2020-2022",2020,2022
21,0.000203,0.000203,99478.1,20.2,61.22,"Female","2020-2022",2020,2022
22,0.000201,0.000201,99457.9,20,60.24,"Female","2020-2022",2020,2022
23,0.000288,0.000288,99437.9,28.6,59.25,"Female","2020-2022",2020,2022
24,0.000255,0.000255,99409.3,25.3,58.27,"Female","2020-2022",2020,2022
25,0.000346,0.000346,99384,34.3,57.28,"Female","2020-2022",2020,2022
26,0.000308,0.000308,99349.7,30.6,56.3,"Female","2020-2022",2020,2022
27,0.000231,0.000231,99319,22.9,55.32,"Female","2020-2022",2020,2022
28,0.000345,0.000345,99296.1,34.2,54.33,"Female","2020-2022",2020,2022
29,0.000386,0.000386,99261.9,38.3,53.35,"Female","2020-2022",2020,2022
30,0.000497,0.000497,99223.6,49.3,52.37,"Female","2020-2022",2020,2022
31,0.000447,0.000447,99174.3,44.3,51.39,"Female","2020-2022",2020,2022
32,0.000496,0.000496,99130,49.2,50.42,"Female","2020-2022",2020,2022
33,0.000526,0.000526,99080.8,52.1,49.44,"Female","2020-2022",2020,2022
34,0.000629,0.000628,99028.8,62.2,48.47,"Female","2020-2022",2020,2022
