"age","mx","qx","lx","dx","ex","sex","year","year_start","year_end"
0,0.004559,0.004548,1e+05,454.8,79.07,"Male","2021-2023",2021,2023
1,0.000244,0.000244,99545.2,24.3,78.44,"Male","2021-2023",2021,2023
2,0.000172,0.000172,99520.8,17.1,77.45,"Male","2021-2023",2021,2023
3,0.000106,0.000106,99503.7,10.5,76.47,"Male","2021-2023",2021,2023
4,8.4e-05,8.4e-05,99493.1,8.3,75.48,"Male","2021-2023",2021,2023
5,8.6e-05,8.6e-05,99484.8,8.5,74.48,"Male","2021-2023",2021,2023
6,7.2e-05,7.2e-05,99476.3,7.1,73.49,"Male","2021-2023",2021,2023
7,7.2e-05,7.2e-05,99469.1,7.2,72.49,"Male","2021-2023",2021,2023
8,7.8e-05,7.8e-05,99461.9,7.8,71.5,"Male","2021-2023",2021,2023
9,7.3e-05,7.3e-05,99454.2,7.3,70.5,"Male","2021-2023",2021,2023
10,6e-05,6e-05,99446.9,5.9,69.51,"Male","2021-2023",2021,2023
11,9.2e-05,9.2e-05,99441,9.1,68.51,"Male","2021-2023",2021,2023
12,0.000103,0.000103,99431.8,10.3,67.52,"Male","2021-2023",2021,2023
13,0.000113,0.000113,99421.5,11.3,66.53,"Male","2021-2023",2021,2023
14,0.000137,0.000137,99410.3,13.7,65.53,"Male","2021-2023",2021,2023
15,0.000183,0.000183,99396.6,18.2,64.54,"Male","2021-2023",2021,2023
16,0.00023,0.00023,99378.4,22.9,63.55,"Male","2021-2023",2021,2023
17,0.000305,0.000305,99355.6,30.3,62.57,"Male","2021-2023",2021,2023
18,0.000434,0.000434,99325.3,43.1,61.59,"Male","2021-2023",2021,2023
19,0.000501,0.000501,99282.2,49.7,60.61,"Male","2021-2023",2021,2023
20,0.000465,0.000465,99232.5,46.1,59.64,"Male","2021-2023",2021,2023
21,0.000494,0.000494,99186.3,49,58.67,"Male","2021-2023",2021,2023
22,0.000504,0.000504,99137.3,49.9,57.7,"Male","2021-2023",2021,2023
23,0.000556,0.000556,99087.4,55.1,56.73,"Male","2021-2023",2021,2023
24,0.000514,0.000514,99032.3,50.9,55.76,"Male","2021-2023",2021,2023
25,0.000526,0.000526,98981.4,52,54.79,"Male","2021-2023",2021,2023
26,0.000623,0.000623,98929.3,61.6,53.82,"Male","2021-2023",2021,2023
27,0.000601,0.000601,98867.7,59.4,52.85,"Male","2021-2023",2021,2023
28,0.000659,0.000658,98808.3,65.1,51.88,"Male","2021-2023",2021,2023
29,0.000726,0.000726,98743.3,71.7,50.92,"Male","2021-2023",2021,2023
30,0.000735,0.000735,98671.6,72.5,49.95,"Male","2021-2023",2021,2023
31,0.000846,0.000845,98599.1,83.4,48.99,"Male","2021-2023",2021,2023
32,0.000861,0.000861,98515.8,84.8,48.03,"Male","2021-2023",2021,2023
33,0.000942,0.000942,98430.9,92.7,47.07,"Male","2021-2023",2021,2023
34,0.000961,0.00096,98338.2,94.4,46.12,"Male","2021-2023",2021,2023
35,0.001075,0.001075,98243.8,105.6,45.16,"Male","2021-2023",2021,2023
36,0.001162,0.001162,98138.2,114,44.21,"Male","2021-2023",2021,2023
37,0.001263,0.001262,98024.2,123.7,43.26,"Male","2021-2023",2021,2023
38,0.00135,0.001349,97900.5,132,42.31,"Male","2021-2023",2021,2023
39,0.001534,0.001532,97768.4,149.8,41.37,"Male","2021-2023",2021,2023
40,0.001628,0.001627,97618.6,158.8,40.43,"Male","2021-2023",2021,2023
41,0.001794,0.001792,97459.8,174.7,39.5,"Male","2021-2023",2021,2023
42,0.001851,0.001849,97285.1,179.9,38.57,"Male","2021-2023",2021,2023
43,0.002006,0.002004,97105.3,194.6,37.64,"Male","2021-2023",2021,2023
44,0.002166,0.002164,96910.6,209.7,36.71,"Male","2021-2023",2021,2023
45,0.002383,0.00238,96700.9,230.1,35.79,"Male","2021-2023",2021,2023
46,0.002517,0.002514,96470.8,242.5,34.87,"Male","2021-2023",2021,2023
47,0.00283,0.002826,96228.3,271.9,33.96,"Male","2021-2023",2021,2023
48,0.003085,0.00308,95956.3,295.6,33.06,"Male","2021-2023",2021,2023
49,0.003357,0.003352,95660.8,320.6,32.16,"Male","2021-2023",2021,2023
50,0.003658,0.003652,95340.1,348.1,31.26,"Male","2021-2023",2021,2023
51,0.003924,0.003916,94992,372,30.38,"Male","2021-2023",2021,2023
52,0.004339,0.00433,94620,409.7,29.49,"Male","2021-2023",2021,2023
53,0.004569,0.004559,94210.3,429.5,28.62,"Male","2021-2023",2021,2023
54,0.004918,0.004906,93780.8,460.1,27.75,"Male","2021-2023",2021,2023
55,0.005308,0.005294,93320.8,494,26.88,"Male","2021-2023",2021,2023
56,0.005729,0.005713,92826.7,530.3,26.02,"Male","2021-2023",2021,2023
57,0.006265,0.006245,92296.4,576.4,25.17,"Male","2021-2023",2021,2023
58,0.006752,0.00673,91720,617.2,24.32,"Male","2021-2023",2021,2023
59,0.007194,0.007168,91102.8,653,23.49,"Male","2021-2023",2021,2023
60,0.008017,0.007985,90449.8,722.3,22.65,"Male","2021-2023",2021,2023
61,0.008873,0.008834,89727.5,792.6,21.83,"Male","2021-2023",2021,2023
62,0.00959,0.009544,88934.9,848.8,21.02,"Male","2021-2023",2021,2023
63,0.010371,0.010318,88086,908.8,20.22,"Male","2021-2023",2021,2023
64,0.011392,0.011327,87177.2,987.5,19.42,"Male","2021-2023",2021,2023
65,0.01243,0.012353,86189.8,1064.7,18.64,"Male","2021-2023",2021,2023
66,0.013666,0.013573,85125.1,1155.4,17.87,"Male","2021-2023",2021,2023
67,0.015092,0.014979,83969.7,1257.8,17.11,"Male","2021-2023",2021,2023
68,0.0167,0.016562,82711.9,1369.9,16.36,"Male","2021-2023",2021,2023
69,0.018005,0.017844,81342,1451.5,15.63,"Male","2021-2023",2021,2023
70,0.019763,0.01957,79890.5,1563.5,14.9,"Male","2021-2023",2021,2023
71,0.021647,0.021415,78327,1677.4,14.19,"Male","2021-2023",2021,2023
72,0.023905,0.023622,76649.7,1810.6,13.49,"Male","2021-2023",2021,2023
73,0.025648,0.025324,74839.1,1895.2,12.8,"Male","2021-2023",2021,2023
74,0.027738,0.027358,72943.9,1995.6,12.12,"Male","2021-2023",2021,2023
75,0.030945,0.030473,70948.3,2162,11.45,"Male","2021-2023",2021,2023
76,0.034899,0.0343,68786.2,2359.4,10.79,"Male","2021-2023",2021,2023
77,0.038944,0.038201,66426.8,2537.5,10.16,"Male","2021-2023",2021,2023
78,0.043894,0.042951,63889.3,2744.1,9.54,"Male","2021-2023",2021,2023
79,0.048886,0.04772,61145.2,2917.8,8.95,"Male","2021-2023",2021,2023
80,0.056137,0.054605,58227.3,3179.5,8.37,"Male","2021-2023",2021,2023
81,0.062701,0.060795,55047.9,3346.6,7.83,"Male","2021-2023",2021,2023
82,0.071192,0.068745,51701.2,3554.2,7.3,"Male","2021-2023",2021,2023
83,0.078266,0.075319,48147,3626.4,6.8,"Male","2021-2023",2021,2023
84,0.08809,0.084373,44520.7,3756.4,6.32,"Male","2021-2023",2021,2023
85,0.099306,0.094608,40764.3,3856.6,5.85,"Male","2021-2023",2021,2023
86,0.11239,0.10641,36907.7,3927.4,5.41,"Male","2021-2023",2021,2023
87,0.127291,0.119674,32980.3,3946.9,4.99,"Male","2021-2023",2021,2023
88,0.144741,0.134973,29033.4,3918.7,4.61,"Male","2021-2023",2021,2023
89,0.162602,0.150376,25114.7,3776.6,4.25,"Male","2021-2023",2021,2023
90,0.185583,0.169825,21338,3623.7,3.91,"Male","2021-2023",2021,2023
91,0.206944,0.187539,17714.3,3322.1,3.61,"Male","2021-2023",2021,2023
92,0.233295,0.208924,14392.2,3006.9,3.32,"Male","2021-2023",2021,2023
93,0.259311,0.229549,11385.3,2613.5,3.07,"Male","2021-2023",2021,2023
94,0.291524,0.254437,8771.8,2231.9,2.84,"Male","2021-2023",2021,2023
95,0.316558,0.273301,6540,1787.4,2.63,"Male","2021-2023",2021,2023
96,0.350486,0.298224,4752.6,1417.3,2.43,"Male","2021-2023",2021,2023
97,0.391586,0.32747,3335.2,1092.2,2.26,"Male","2021-2023",2021,2023
98,0.404375,0.336366,2243.1,754.5,2.11,"Male","2021-2023",2021,2023
99,0.462919,0.375911,1488.6,559.6,1.93,"Male","2021-2023",2021,2023
100,0.505709,0.403645,929,375,1.79,"Male","2021-2023",2021,2023
0,0.003588,0.003581,1e+05,358.1,83.04,"Female","2021-2023",2021,2023
1,0.000223,0.000223,99641.9,22.2,82.33,"Female","2021-2023",2021,2023
2,0.000143,0.000143,99619.6,14.2,81.35,"Female","2021-2023",2021,2023
3,9.8e-05,9.8e-05,99605.4,9.8,80.36,"Female","2021-2023",2021,2023
4,6.8e-05,6.8e-05,99595.7,6.8,79.37,"Female","2021-2023",2021,2023
5,7.1e-05,7.1e-05,99588.8,7.1,78.38,"Female","2021-2023",2021,2023
6,6.9e-05,6.9e-05,99581.8,6.9,77.38,"Female","2021-2023",2021,2023
7,5.9e-05,5.9e-05,99574.9,5.9,76.39,"Female","2021-2023",2021,2023
8,6.4e-05,6.4e-05,99569,6.4,75.39,"Female","2021-2023",2021,2023
9,6.2e-05,6.2e-05,99562.6,6.1,74.4,"Female","2021-2023",2021,2023
10,6.6e-05,6.6e-05,99556.5,6.5,73.4,"Female","2021-2023",2021,2023
11,7.6e-05,7.6e-05,99549.9,7.6,72.41,"Female","2021-2023",2021,2023
12,6.7e-05,6.7e-05,99542.4,6.6,71.41,"Female","2021-2023",2021,2023
13,0.000102,0.000102,99535.8,10.2,70.42,"Female","2021-2023",2021,2023
14,8.7e-05,8.7e-05,99525.6,8.6,69.42,"Female","2021-2023",2021,2023
15,0.000131,0.000131,99517,13,68.43,"Female","2021-2023",2021,2023
16,0.000116,0.000116,99504,11.5,67.44,"Female","2021-2023",2021,2023
17,0.000167,0.000167,99492.4,16.6,66.45,"Female","2021-2023",2021,2023
18,0.000175,0.000175,99475.8,17.4,65.46,"Female","2021-2023",2021,2023
19,0.000192,0.000192,99458.4,19.1,64.47,"Female","2021-2023",2021,2023
20,0.000225,0.000225,99439.4,22.4,63.48,"Female","2021-2023",2021,2023
21,0.000214,0.000213,99417,21.2,62.49,"Female","2021-2023",2021,2023
22,0.000207,0.000207,99395.8,20.6,61.51,"Female","2021-2023",2021,2023
23,0.000235,0.000235,99375.2,23.4,60.52,"Female","2021-2023",2021,2023
24,0.00024,0.00024,99351.8,23.8,59.53,"Female","2021-2023",2021,2023
25,0.000229,0.000229,99328,22.7,58.55,"Female","2021-2023",2021,2023
26,0.000269,0.000269,99305.3,26.7,57.56,"Female","2021-2023",2021,2023
27,3e-04,3e-04,99278.6,29.8,56.58,"Female","2021-2023",2021,2023
28,0.000303,0.000303,99248.8,30.1,55.59,"Female","2021-2023",2021,2023
29,0.000337,0.000337,99218.7,33.4,54.61,"Female","2021-2023",2021,2023
30,0.00034,0.00034,99185.3,33.7,53.63,"Female","2021-2023",2021,2023
31,0.000381,0.00038,99151.6,37.7,52.65,"Female","2021-2023",2021,2023
32,0.000439,0.000439,99113.9,43.5,51.67,"Female","2021-2023",2021,2023
33,0.000473,0.000473,99070.4,46.8,50.69,"Female","2021-2023",2021,2023
34,0.00054,0.00054,99023.5,53.5,49.71,"Female","2021-2023",2021,2023
35,0.000602,0.000601,98970,59.5,48.74,"Female","2021-2023",2021,2023
36,0.000578,0.000578,98910.5,57.2,47.77,"Female","2021-2023",2021,2023
37,0.000705,0.000704,98853.3,69.6,46.8,"Female","2021-2023",2021,2023
38,0.000838,0.000838,98783.7,82.7,45.83,"Female","2021-2023",2021,2023
39,0.000889,0.000888,98700.9,87.7,44.87,"Female","2021-2023",2021,2023
40,0.000946,0.000946,98613.3,93.3,43.91,"Female","2021-2023",2021,2023
41,0.001019,0.001019,98520,100.4,42.95,"Female","2021-2023",2021,2023
42,0.001153,0.001152,98419.6,113.4,41.99,"Female","2021-2023",2021,2023
43,0.001165,0.001164,98306.2,114.4,41.04,"Female","2021-2023",2021,2023
44,0.001317,0.001317,98191.8,129.3,40.09,"Female","2021-2023",2021,2023
45,0.001399,0.001398,98062.5,137,39.14,"Female","2021-2023",2021,2023
46,0.001567,0.001566,97925.5,153.3,38.19,"Female","2021-2023",2021,2023
47,0.001808,0.001806,97772.2,176.6,37.25,"Female","2021-2023",2021,2023
48,0.001897,0.001895,97595.6,184.9,36.32,"Female","2021-2023",2021,2023
49,0.002085,0.002083,97410.6,202.9,35.39,"Female","2021-2023",2021,2023
50,0.002299,0.002297,97207.7,223.3,34.46,"Female","2021-2023",2021,2023
51,0.002448,0.002445,96984.5,237.1,33.54,"Female","2021-2023",2021,2023
52,0.002543,0.00254,96747.3,245.8,32.62,"Female","2021-2023",2021,2023
53,0.002856,0.002852,96501.6,275.2,31.7,"Female","2021-2023",2021,2023
54,0.003058,0.003054,96226.3,293.8,30.79,"Female","2021-2023",2021,2023
55,0.003336,0.003331,95932.5,319.5,29.88,"Female","2021-2023",2021,2023
56,0.00369,0.003683,95613,352.1,28.98,"Female","2021-2023",2021,2023
57,0.004003,0.003995,95260.8,380.6,28.08,"Female","2021-2023",2021,2023
58,0.004273,0.004264,94880.3,404.5,27.2,"Female","2021-2023",2021,2023
59,0.004596,0.004585,94475.7,433.2,26.31,"Female","2021-2023",2021,2023
60,0.005053,0.00504,94042.5,474,25.43,"Female","2021-2023",2021,2023
61,0.005409,0.005394,93568.6,504.7,24.56,"Female","2021-2023",2021,2023
62,0.006126,0.006107,93063.8,568.3,23.69,"Female","2021-2023",2021,2023
63,0.006782,0.006759,92495.5,625.2,22.83,"Female","2021-2023",2021,2023
64,0.007502,0.007474,91870.3,686.6,21.98,"Female","2021-2023",2021,2023
65,0.008044,0.008011,91183.6,730.5,21.14,"Female","2021-2023",2021,2023
66,0.008959,0.008919,90453.1,806.8,20.31,"Female","2021-2023",2021,2023
67,0.00975,0.009703,89646.4,869.8,19.49,"Female","2021-2023",2021,2023
68,0.01075,0.010692,88776.5,949.2,18.67,"Female","2021-2023",2021,2023
69,0.01162,0.011553,87827.3,1014.7,17.87,"Female","2021-2023",2021,2023
70,0.01299,0.012906,86812.6,1120.4,17.07,"Female","2021-2023",2021,2023
71,0.013964,0.013867,85692.2,1188.3,16.29,"Female","2021-2023",2021,2023
72,0.015361,0.015244,84503.9,1288.2,15.51,"Female","2021-2023",2021,2023
73,0.016937,0.016794,83215.8,1397.6,14.74,"Female","2021-2023",2021,2023
74,0.018633,0.018461,81818.2,1510.4,13.99,"Female","2021-2023",2021,2023
75,0.0211,0.02088,80307.8,1676.8,13.24,"Female","2021-2023",2021,2023
76,0.023576,0.023301,78631,1832.2,12.51,"Female","2021-2023",2021,2023
77,0.027038,0.026678,76798.8,2048.8,11.8,"Female","2021-2023",2021,2023
78,0.030325,0.029872,74750,2232.9,11.11,"Female","2021-2023",2021,2023
79,0.034044,0.033474,72517,2427.5,10.43,"Female","2021-2023",2021,2023
80,0.039494,0.038729,70089.6,2714.5,9.78,"Female","2021-2023",2021,2023
81,0.044801,0.04382,67375,2952.4,9.15,"Female","2021-2023",2021,2023
82,0.050744,0.049489,64422.7,3188.2,8.55,"Female","2021-2023",2021,2023
83,0.057137,0.05555,61234.5,3401.6,7.97,"Female","2021-2023",2021,2023
84,0.064726,0.062697,57832.9,3626,7.41,"Female","2021-2023",2021,2023
85,0.073569,0.070959,54206.9,3846.4,6.87,"Female","2021-2023",2021,2023
86,0.08472,0.081277,50360.5,4093.1,6.36,"Female","2021-2023",2021,2023
87,0.095544,0.091188,46267.4,4219,5.87,"Female","2021-2023",2021,2023
88,0.111174,0.10532,42048.3,4428.5,5.41,"Female","2021-2023",2021,2023
89,0.125301,0.117914,37619.8,4435.9,4.99,"Female","2021-2023",2021,2023
90,0.143652,0.134025,33183.9,4447.5,4.59,"Female","2021-2023",2021,2023
91,0.164109,0.151664,28736.4,4358.3,4.23,"Female","2021-2023",2021,2023
92,0.186683,0.170745,24378.1,4162.5,3.89,"Female","2021-2023",2021,2023
93,0.210163,0.190179,20215.7,3844.6,3.59,"Female","2021-2023",2021,2023
94,0.234267,0.209703,16371.1,3433.1,3.32,"Female","2021-2023",2021,2023
95,0.259119,0.229398,12938,2968,3.06,"Female","2021-2023",2021,2023
96,0.286731,0.250778,9970.1,2500.3,2.83,"Female","2021-2023",2021,2023
97,0.322789,0.277932,7469.8,2076.1,2.6,"Female","2021-2023",2021,2023
98,0.359191,0.304503,5393.7,1642.4,2.41,"Female","2021-2023",2021,2023
99,0.385852,0.32345,3751.3,1213.4,2.25,"Female","2021-2023",2021,2023
100,0.428461,0.352866,2537.9,895.6,2.09,"Female","2021-2023",2021,2023
0,0.004355,0.004346,1e+05,434.6,78.83,"Male","2020-2022",2020,2022
1,0.000225,0.000225,99565.4,22.4,78.18,"Male","2020-2022",2020,2022
2,0.000146,0.000146,99543,14.6,77.19,"Male","2020-2022",2020,2022
3,0.00011,0.00011,99528.4,11,76.2,"Male","2020-2022",2020,2022
4,8.4e-05,8.4e-05,99517.4,8.3,75.21,"Male","2020-2022",2020,2022
5,7.2e-05,7.2e-05,99509.1,7.1,74.22,"Male","2020-2022",2020,2022
6,6.8e-05,6.8e-05,99501.9,6.8,73.22,"Male","2020-2022",2020,2022
7,7.9e-05,7.9e-05,99495.1,7.9,72.23,"Male","2020-2022",2020,2022
8,7.7e-05,7.7e-05,99487.3,7.6,71.23,"Male","2020-2022",2020,2022
9,7.9e-05,7.9e-05,99479.6,7.9,70.24,"Male","2020-2022",2020,2022
10,5.6e-05,5.6e-05,99471.8,5.6,69.25,"Male","2020-2022",2020,2022
11,7.1e-05,7.1e-05,99466.2,7,68.25,"Male","2020-2022",2020,2022
12,0.000103,0.000103,99459.2,10.2,67.25,"Male","2020-2022",2020,2022
13,0.000104,0.000104,99448.9,10.4,66.26,"Male","2020-2022",2020,2022
14,0.000117,0.000117,99438.6,11.6,65.27,"Male","2020-2022",2020,2022
15,0.000172,0.000172,99427,17.1,64.28,"Male","2020-2022",2020,2022
16,0.000197,0.000197,99409.9,19.6,63.29,"Male","2020-2022",2020,2022
17,0.000287,0.000287,99390.3,28.5,62.3,"Male","2020-2022",2020,2022
18,0.00039,0.00039,99361.9,38.7,61.32,"Male","2020-2022",2020,2022
19,0.000458,0.000457,99323.1,45.4,60.34,"Male","2020-2022",2020,2022
20,0.000489,0.000489,99277.7,48.5,59.37,"Male","2020-2022",2020,2022
21,0.000484,0.000484,99229.1,48,58.4,"Male","2020-2022",2020,2022
22,0.000478,0.000477,99181.1,47.4,57.42,"Male","2020-2022",2020,2022
23,0.000534,0.000533,99133.8,52.9,56.45,"Male","2020-2022",2020,2022
24,0.000507,0.000506,99080.9,50.2,55.48,"Male","2020-2022",2020,2022
25,0.000557,0.000556,99030.7,55.1,54.51,"Male","2020-2022",2020,2022
26,0.000631,0.000631,98975.6,62.4,53.54,"Male","2020-2022",2020,2022
27,0.000607,0.000606,98913.2,60,52.57,"Male","2020-2022",2020,2022
28,0.000644,0.000644,98853.2,63.7,51.6,"Male","2020-2022",2020,2022
29,0.000689,0.000689,98789.5,68.1,50.64,"Male","2020-2022",2020,2022
30,0.000736,0.000736,98721.5,72.7,49.67,"Male","2020-2022",2020,2022
31,0.000806,0.000805,98648.8,79.5,48.71,"Male","2020-2022",2020,2022
32,0.00086,0.000859,98569.4,84.7,47.75,"Male","2020-2022",2020,2022
33,0.00093,0.000929,98484.7,91.5,46.79,"Male","2020-2022",2020,2022
34,0.00095,0.00095,98393.1,93.5,45.83,"Male","2020-2022",2020,2022
35,0.001046,0.001045,98299.7,102.7,44.87,"Male","2020-2022",2020,2022
36,0.001134,0.001133,98196.9,111.3,43.92,"Male","2020-2022",2020,2022
37,0.001264,0.001263,98085.7,123.9,42.97,"Male","2020-2022",2020,2022
38,0.001328,0.001327,97961.8,130,42.02,"Male","2020-2022",2020,2022
39,0.001552,0.00155,97831.8,151.7,41.08,"Male","2020-2022",2020,2022
40,0.001594,0.001593,97680.1,155.6,40.14,"Male","2020-2022",2020,2022
41,0.001796,0.001794,97524.5,175,39.2,"Male","2020-2022",2020,2022
42,0.001846,0.001845,97349.5,179.6,38.27,"Male","2020-2022",2020,2022
43,0.001994,0.001992,97169.9,193.5,37.34,"Male","2020-2022",2020,2022
44,0.002169,0.002167,96976.4,210.1,36.42,"Male","2020-2022",2020,2022
45,0.002405,0.002402,96766.2,232.4,35.5,"Male","2020-2022",2020,2022
46,0.002566,0.002563,96533.8,247.4,34.58,"Male","2020-2022",2020,2022
47,0.002846,0.002842,96286.4,273.6,33.67,"Male","2020-2022",2020,2022
48,0.003113,0.003108,96012.8,298.4,32.76,"Male","2020-2022",2020,2022
49,0.003412,0.003407,95714.4,326.1,31.86,"Male","2020-2022",2020,2022
50,0.003706,0.003699,95388.3,352.9,30.97,"Male","2020-2022",2020,2022
51,0.003957,0.003949,95035.4,375.3,30.08,"Male","2020-2022",2020,2022
52,0.004324,0.004315,94660.1,408.4,29.2,"Male","2020-2022",2020,2022
53,0.004555,0.004545,94251.7,428.3,28.32,"Male","2020-2022",2020,2022
54,0.005013,0.005001,93823.4,469.2,27.45,"Male","2020-2022",2020,2022
55,0.005365,0.005351,93354.2,499.6,26.59,"Male","2020-2022",2020,2022
56,0.005852,0.005835,92854.6,541.8,25.73,"Male","2020-2022",2020,2022
57,0.006327,0.006307,92312.9,582.2,24.88,"Male","2020-2022",2020,2022
58,0.006907,0.006883,91730.7,631.4,24.03,"Male","2020-2022",2020,2022
59,0.007463,0.007436,91099.3,677.4,23.19,"Male","2020-2022",2020,2022
60,0.008294,0.008259,90421.9,746.8,22.36,"Male","2020-2022",2020,2022
61,0.009004,0.008963,89675,803.8,21.55,"Male","2020-2022",2020,2022
62,0.009923,0.009874,88871.3,877.5,20.74,"Male","2020-2022",2020,2022
63,0.010742,0.010684,87993.8,940.2,19.94,"Male","2020-2022",2020,2022
64,0.011637,0.011569,87053.6,1007.2,19.15,"Male","2020-2022",2020,2022
65,0.012883,0.0128,86046.4,1101.4,18.37,"Male","2020-2022",2020,2022
66,0.014374,0.014271,84945,1212.3,17.6,"Male","2020-2022",2020,2022
67,0.015463,0.015344,83732.8,1284.8,16.84,"Male","2020-2022",2020,2022
68,0.017018,0.016875,82448,1391.3,16.1,"Male","2020-2022",2020,2022
69,0.018617,0.018445,81056.7,1495.1,15.37,"Male","2020-2022",2020,2022
70,0.020144,0.019944,79561.6,1586.7,14.65,"Male","2020-2022",2020,2022
71,0.021914,0.021677,77974.9,1690.2,13.93,"Male","2020-2022",2020,2022
72,0.024423,0.024128,76284.6,1840.6,13.23,"Male","2020-2022",2020,2022
73,0.026182,0.025844,74444,1923.9,12.55,"Male","2020-2022",2020,2022
74,0.028718,0.028312,72520.1,2053.2,11.87,"Male","2020-2022",2020,2022
75,0.032147,0.031638,70466.9,2229.4,11.2,"Male","2020-2022",2020,2022
76,0.037258,0.036577,68237.5,2495.9,10.55,"Male","2020-2022",2020,2022
77,0.040751,0.039937,65741.6,2625.5,9.93,"Male","2020-2022",2020,2022
78,0.045828,0.044802,63116,2827.7,9.32,"Male","2020-2022",2020,2022
79,0.051813,0.050504,60288.3,3044.8,8.73,"Male","2020-2022",2020,2022
80,0.059019,0.057328,57243.5,3281.6,8.17,"Male","2020-2022",2020,2022
81,0.065549,0.063469,53961.9,3424.9,7.64,"Male","2020-2022",2020,2022
82,0.073676,0.071059,50537,3591.1,7.12,"Male","2020-2022",2020,2022
83,0.081655,0.078452,46945.9,3683,6.63,"Male","2020-2022",2020,2022
84,0.092077,0.088024,43262.9,3808.2,6.15,"Male","2020-2022",2020,2022
85,0.103643,0.098537,39454.7,3887.8,5.7,"Male","2020-2022",2020,2022
86,0.11739,0.110882,35567,3943.7,5.27,"Male","2020-2022",2020,2022
87,0.134088,0.125663,31623.2,3973.9,4.86,"Male","2020-2022",2020,2022
88,0.150961,0.140366,27649.4,3881,4.49,"Male","2020-2022",2020,2022
89,0.169811,0.156521,23768.3,3720.2,4.14,"Male","2020-2022",2020,2022
90,0.191218,0.174531,20048.1,3499,3.81,"Male","2020-2022",2020,2022
91,0.214628,0.193827,16549.1,3207.7,3.51,"Male","2020-2022",2020,2022
92,0.238862,0.213378,13341.4,2846.8,3.24,"Male","2020-2022",2020,2022
93,0.271142,0.238771,10494.7,2505.8,2.98,"Male","2020-2022",2020,2022
94,0.299835,0.260745,7988.8,2083,2.76,"Male","2020-2022",2020,2022
95,0.333007,0.285475,5905.8,1686,2.55,"Male","2020-2022",2020,2022
96,0.360514,0.305454,4219.8,1289,2.37,"Male","2020-2022",2020,2022
97,0.39784,0.331832,2930.9,972.6,2.2,"Male","2020-2022",2020,2022
98,0.424024,0.349852,1958.3,685.1,2.04,"Male","2020-2022",2020,2022
99,0.488041,0.392309,1273.2,499.5,1.86,"Male","2020-2022",2020,2022
100,0.516777,0.410666,773.7,317.7,1.75,"Male","2020-2022",2020,2022
0,0.003523,0.003517,1e+05,351.7,82.83,"Female","2020-2022",2020,2022
1,0.000207,0.000207,99648.3,20.6,82.12,"Female","2020-2022",2020,2022
2,0.000127,0.000127,99627.7,12.7,81.14,"Female","2020-2022",2020,2022
3,8.8e-05,8.8e-05,99615.1,8.7,80.15,"Female","2020-2022",2020,2022
4,6.5e-05,6.5e-05,99606.3,6.4,79.15,"Female","2020-2022",2020,2022
5,6.9e-05,6.9e-05,99599.9,6.9,78.16,"Female","2020-2022",2020,2022
6,6e-05,6e-05,99593,6,77.16,"Female","2020-2022",2020,2022
7,5.5e-05,5.5e-05,99587,5.5,76.17,"Female","2020-2022",2020,2022
8,5.7e-05,5.7e-05,99581.5,5.7,75.17,"Female","2020-2022",2020,2022
9,5.7e-05,5.7e-05,99575.8,5.7,74.18,"Female","2020-2022",2020,2022
10,5e-05,5e-05,99570.1,5,73.18,"Female","2020-2022",2020,2022
11,6.9e-05,6.9e-05,99565.1,6.9,72.19,"Female","2020-2022",2020,2022
12,6.5e-05,6.5e-05,99558.2,6.5,71.19,"Female","2020-2022",2020,2022
13,9.4e-05,9.4e-05,99551.7,9.4,70.2,"Female","2020-2022",2020,2022
14,8.9e-05,8.9e-05,99542.3,8.8,69.2,"Female","2020-2022",2020,2022
15,0.000122,0.000122,99533.5,12.2,68.21,"Female","2020-2022",2020,2022
16,0.00011,0.00011,99521.3,10.9,67.22,"Female","2020-2022",2020,2022
17,0.000167,0.000167,99510.3,16.6,66.22,"Female","2020-2022",2020,2022
18,0.00017,0.00017,99493.8,16.9,65.23,"Female","2020-2022",2020,2022
19,0.000192,0.000192,99476.8,19.1,64.25,"Female","2020-2022",2020,2022
20,0.000209,0.000209,99457.7,20.8,63.26,"Female","2020-2022",2020,2022
21,0.000198,0.000198,99436.9,19.7,62.27,"Female","2020-2022",2020,2022
22,0.000204,0.000204,99417.2,20.3,61.28,"Female","2020-2022",2020,2022
23,0.000224,0.000224,99396.9,22.2,60.3,"Female","2020-2022",2020,2022
24,0.000219,0.000219,99374.7,21.8,59.31,"Female","2020-2022",2020,2022
25,0.000232,0.000232,99352.9,23.1,58.32,"Female","2020-2022",2020,2022
26,0.000258,0.000258,99329.8,25.6,57.34,"Female","2020-2022",2020,2022
27,0.000306,0.000306,99304.2,30.4,56.35,"Female","2020-2022",2020,2022
28,0.000288,0.000288,99273.9,28.6,55.37,"Female","2020-2022",2020,2022
29,0.000323,0.000323,99245.3,32,54.38,"Female","2020-2022",2020,2022
30,0.00034,0.00034,99213.3,33.7,53.4,"Female","2020-2022",2020,2022
31,0.000365,0.000365,99179.5,36.2,52.42,"Female","2020-2022",2020,2022
32,0.000428,0.000428,99143.3,42.4,51.44,"Female","2020-2022",2020,2022
33,5e-04,5e-04,99100.9,49.5,50.46,"Female","2020-2022",2020,2022
34,0.000556,0.000556,99051.4,55.1,49.48,"Female","2020-2022",2020,2022
